HMDB_ID,NAME,SMILES,INCHIKEY,CHEMICAL_FORMULA,AVERAGE_MASS,MONO_MASS
HMDB0000232,Quinolinic acid,OC(=O)C1=CC=CN=C1C(O)=O,GJAWHXHKYYXBSV-UHFFFAOYSA-N,C7H5NO4,167.1189,167.021857653
HMDB0000234,Testosterone,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,C19H28O2,288.4244,288.20893014
HMDB0000235,Thiamine,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,JZRWCGZRTZMZEH-UHFFFAOYSA-N,C12H17N4OS,265.355,265.112306876
HMDB0000237,Propionic acid,CCC(O)=O,XBDQKXXYIPTUBI-UHFFFAOYSA-N,C3H6O2,74.0785,74.036779436
HMDB0000239,Pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1,LXNHXLLTXMVWPM-UHFFFAOYSA-N,C8H11NO3,169.1778,169.073893223
HMDB0000240,Sulfite,OS(O)=O,LSNNMFCWUKXFEE-UHFFFAOYSA-N,H2O3S,82.079,81.97246462
HMDB0000243,Pyruvic acid,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,C3H4O3,88.0621,88.016043994
HMDB0000244,Riboflavin,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,AUNGANRZJHBGPY-SCRDCRAPSA-N,C17H20N4O6,376.3639,376.138284392
HMDB0000245,Porphobilinogen,NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1,QSHWIQZFGQKFMA-UHFFFAOYSA-N,C10H14N2O4,226.2292,226.095356946
HMDB0000247,Sorbitol,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,FBPFZTCFMRRESA-JGWLITMVSA-N,C6H14O6,182.1718,182.07903818
HMDB0000248,Thyroxine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,XUIIKFGFIJCVMT-LBPRGKRZSA-N,C15H11I4NO4,776.87,776.686681525
HMDB0000250,Pyrophosphate,OP(O)(=O)OP(O)(O)=O,XPPKVPWEQAFLFU-UHFFFAOYSA-N,H4O7P2,177.9751,177.943225506
HMDB0000251,Taurine,NCCS(O)(=O)=O,XOAAWQZATWQOTB-UHFFFAOYSA-N,C2H7NO3S,125.147,125.014663785
HMDB0000252,Sphingosine,CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO,WWUZIQQURGPMPG-KRWOKUGFSA-N,C18H37NO2,299.4919,299.282429433
HMDB0000253,Pregnenolone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,ORNBQBCIOKFOEO-QGVNFLHTSA-N,C21H32O2,316.4776,316.240230268
HMDB0000254,Succinic acid,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,C4H6O4,118.088,118.02660868
HMDB0000257,Thiosulfate,OS(S)(=O)=O,DHCDFWKWKRSZHF-UHFFFAOYSA-N,H2O3S2,114.144,113.94453531
HMDB0000258,Sucrose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,CZMRCDWAGMRECN-UGDNZRGBSA-N,C12H22O11,342.2965,342.116211546
HMDB0000259,Serotonin,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,C10H12N2O,176.2151,176.094963016
HMDB0000262,Thymine,CC1=CNC(=O)NC1=O,RWQNBRDOKXIBIV-UHFFFAOYSA-N,C5H6N2O2,126.1133,126.042927446
HMDB0000265,Liothyronine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,AUYYCJSJGJYCDS-LBPRGKRZSA-N,C15H12I3NO4,650.9735,650.790038137
HMDB0000267,Pyroglutamic acid,OC(=O)[C@@H]1CCC(=O)N1,ODHCTXKNWHHXJC-VKHMYHEASA-N,C5H7NO3,129.114,129.042593095
HMDB0000268,Tetrahydrocorticosterone,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,RHQQHZQUAMFINJ-DTDWNVJFSA-N,C21H34O4,350.4923,350.245709576
HMDB0000269,Sphinganine,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,OTKJDMGTUTTYMP-ZWKOTPCHSA-N,C18H39NO2,301.5078,301.298079497
HMDB0000271,Sarcosine,CNCC(O)=O,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,C3H7NO2,89.0932,89.047678473
HMDB0000272,Phosphoserine,N[C@@H](COP(O)(O)=O)C(O)=O,BZQFBWGGLXLEPQ-REOHCLBHSA-N,C3H8NO6P,185.0725,185.008923505
HMDB0000273,Thymidine,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,IQFYYKKMVGJFEH-XLPZGREQSA-N,C10H14N2O5,242.2286,242.090271568
HMDB0000279,Saccharopine,N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O,ZDGJAHTZVHVLOT-YUMQZZPRSA-N,C11H20N2O6,276.2863,276.132136382
HMDB0000283,D-Ribose,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,HMFHBZSHGGEWLO-SOOFDHNKSA-N,C5H10O5,150.1299,150.05282343
HMDB0000286,Uridine diphosphate glucose,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O,HSCJRCZFDFQWRP-JZMIEXBBSA-N,C15H24N2O17P2,566.3018,566.055020376
HMDB0000289,Uric acid,O=C1NC2=C(N1)C(=O)NC(=O)N2,LEHOTFFKMJEONL-UHFFFAOYSA-N,C5H4N4O3,168.1103,168.028340014
HMDB0000291,Vanillylmandelic acid,COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O,CGQCWMIAEPEHNQ-QMMMGPOBSA-N,C9H10O5,198.1727,198.05282343
HMDB0000292,Xanthine,O=C1NC2=C(NC=N2)C(=O)N1,LRFVTYWOQMYALW-UHFFFAOYSA-N,C5H4N4O2,152.1109,152.033425392
HMDB0000294,Urea,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O,60.0553,60.03236276
HMDB0000296,Uridine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,DRTQHJPVMGBUCF-XVFCMESISA-N,C9H12N2O6,244.2014,244.069536126
HMDB0000299,Xanthosine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O,UBORTCNDUKBEOP-UUOKFMHZSA-N,C10H12N4O6,284.2255,284.075684136
HMDB0000300,Uracil,O=C1NC=CC(=O)N1,ISAKRJDGNUQOIC-UHFFFAOYSA-N,C4H4N2O2,112.0868,112.027277382
HMDB0000301,Urocanic acid,OC(=O)\C=C\C1=CNC=N1,LOIYMIARKYCTBW-OWOJBTEDSA-N,C6H6N2O2,138.124,138.042927446
HMDB0000302,Uridine diphosphategalactose,OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O,HSCJRCZFDFQWRP-ABVWGUQPSA-N,C15H24N2O17P2,566.3018,566.055020376
HMDB0000303,Tryptamine,NCCC1=CNC2=C1C=CC=C2,APJYDQYYACXCRM-UHFFFAOYSA-N,C10H12N2,160.2157,160.100048394
HMDB0000306,Tyramine,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,C8H11NO,137.179,137.084063979
HMDB0000308,3b-Hydroxy-5-cholenoic acid,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,HIAJCGFYHIANNA-QIZZZRFXSA-N,C24H38O3,374.5567,374.282095082
HMDB0000314,3b-Allotetrahydrocortisol,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C,AODPIQQILQLWGS-VSJLKEFSSA-N,C21H34O5,366.4917,366.240624198
HMDB0000315,16-a-Hydroxypregnenolone,[H][C@@]12C[C@@H](O)[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,ZAKJZPQDUPCXSD-YRWKUUEZSA-N,C21H32O3,332.477,332.23514489
HMDB0000317,2-Hydroxy-3-methylpentanoic acid,CC[C@@H](C)[C@@H](O)C(O)=O,RILPIWOPNGRASR-RFZPGFLSSA-N,C6H12O3,132.1577,132.07864425
HMDB0000318,"3,4-Dihydroxyphenylglycol",OCC(O)C1=CC(O)=C(O)C=C1,MTVWFVDWRVYDOR-UHFFFAOYSA-N,C8H10O4,170.1626,170.057908808
HMDB0000321,2-Hydroxyadipic acid,OC(CCCC(O)=O)C(O)=O,OTTXIFWBPRRYOG-UHFFFAOYSA-N,C6H10O5,162.1406,162.05282343
HMDB0000325,3-Hydroxysuberic acid,OC(CCCCC(O)=O)CC(O)=O,ARJZZFJXSNJKGR-UHFFFAOYSA-N,C8H14O5,190.1938,190.084123558
HMDB0000326,"1b,3a,12a-Trihydroxy-5b-cholanoic acid",C[C@H](CCC(O)=O)C1CCC2C3CCC4C[C@H](O)C[C@@H](O)[C@]4(C)C3C[C@H](O)[C@]12C,DAKYVYUAVGJDRK-LFMRMFNLSA-N,C24H40O5,408.5714,408.28757439
HMDB0000333,Isohomovanillic acid,COC1=CC=C(CC(O)=O)C=C1O,BWXLCOBSWMQCGP-UHFFFAOYSA-N,C9H10O4,182.1733,182.057908808
HMDB0000336,(R)-3-Hydroxyisobutyric acid,C[C@H](CO)C(O)=O,DBXBTMSZEOQQDU-GSVOUGTGSA-N,C4H8O3,104.1045,104.047344122
HMDB0000337,"(S)-3,4-Dihydroxybutyric acid",OCC(O)CC(O)=O,DZAIOXUZHHTJKN-UHFFFAOYSA-N,C4H8O4,120.1039,120.042258744
HMDB0000338,2-Hydroxyestradiol,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(O)=C3,DILDHNKDVHLEQB-XSSYPUMDSA-N,C18H24O3,288.3814,288.172544634
HMDB0000339,2-Methylbutyrylglycine,CCC(C)C(=O)NCC(O)=O,HOACIBQKYRHBOW-UHFFFAOYSA-N,C7H13NO3,159.183,159.089543287
HMDB0000341,2-Octenedioic acid,OC(=O)CCCC\C=C\C(O)=O,BNTPVRGYUHJFHN-HWKANZROSA-N,C8H12O4,172.1785,172.073558872
HMDB0000343,2-Hydroxyestrone,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(O)=C3,SWINWPBPEKHUOD-JPVZDGGYSA-N,C18H22O3,286.3655,286.15689457
HMDB0000345,3-Hydroxyadipic acid,OC(CCC(O)=O)CC(O)=O,YVOMYDHIQVMMTA-UHFFFAOYSA-N,C6H10O5,162.1406,162.05282343
HMDB0000347,16b-Hydroxyestradiol,[H][C@@]12C[C@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,PROQIPRRNZUXQM-ZMSHIADSSA-N,C18H24O3,288.3814,288.172544634
HMDB0000350,3-Hydroxysebacic acid,O[C@H](CCCCCCC(O)=O)CC(O)=O,OQYZCCKCJQWHIE-MRVPVSSYSA-N,C10H18O5,218.249,218.11542368
HMDB0000352,16a-Hydroxydehydroisoandrosterone,[H][C@@]12C[C@@H](O)C(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,QQIVKFZWLZJXJT-DNKQKWOHSA-N,C19H28O3,304.4238,304.203844762
HMDB0000354,2-Methyl-3-hydroxybutyric acid,CC(O)C(C)C(O)=O,VEXDRERIMPLZLU-UHFFFAOYSA-N,C5H10O3,118.1311,118.062994186
HMDB0000355,3-Hydroxymethylglutaric acid,CC(O)(CC(O)=O)CC(O)=O,NPOAOTPXWNWTSH-UHFFFAOYSA-N,C6H10O5,162.1406,162.05282343
HMDB0000360,"2,4-Dihydroxybutanoic acid",OCCC(O)C(O)=O,UFYGCFHQAXXBCF-UHFFFAOYSA-N,C4H8O4,120.1039,120.042258744
HMDB0000363,17a-Hydroxypregnenolone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,JERGUCIJOXJXHF-TVWVXWENSA-N,C21H32O3,332.477,332.23514489
HMDB0000366,2-Deoxyribonic acid,OC[C@@H](O)[C@@H](O)CC(O)=O,VBUWJOHKCBQXNU-IUYQGCFVSA-N,C5H10O5,150.1299,150.05282343
HMDB0000374,17-Hydroxyprogesterone,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,C21H30O3,330.4611,330.219494826
HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid,OC(=O)CCC1=CC(O)=CC=C1,QVWAEZJXDYOKEH-UHFFFAOYSA-N,C9H10O3,166.1739,166.062994186
HMDB0000378,2-Methylbutyroylcarnitine,CCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C,IHCPDBBYTYJYIL-UHFFFAOYSA-N,C12H23NO4,245.3153,245.162708229
HMDB0000379,2-Methylcitric acid,CC(C(O)=O)C(O)(CC(O)=O)C(O)=O,YNOXCRMFGMSKIJ-UHFFFAOYSA-N,C7H10O7,206.1501,206.042652674
HMDB0000380,2-Hydroxyestradiol-3-methyl ether,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C(O)=C3,MMKYSUOJWFKECQ-SSTWWWIQSA-N,C19H26O3,302.4079,302.188194698
HMDB0000381,Allolithocholic acid,C[C@@H](CCC(O)=O)C1CCC2C3CCC4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,SMEROWZSTRWXGI-IBUNROKMSA-N,C24H40O3,376.5726,376.297745146
HMDB0000387,3-Hydroxydodecanoic acid,CCCCCCCCC[C@H](O)CC(O)=O,MUCMKTPAZLSKTL-NSHDSACASA-N,C12H24O3,216.321,216.172544633
HMDB0000391,7-Ketodeoxycholic acid,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])C(=O)C[C@]2([H])C[C@H](O)CC[C@]12C,RHCPKKNRWFXMAT-RRWYKFPJSA-N,C24H38O5,406.5555,406.271924326
HMDB0000393,3-Hexenedioic acid,OC(=O)C\C=C\CC(O)=O,YHGNXQAFNHCBTK-OWOJBTEDSA-N,C6H8O4,144.1253,144.042258744
HMDB0000394,3-Hydroxytetradecanedioic acid,OC(CCCCCCCCCCC(O)=O)CC(O)=O,CEDZIURHISELSQ-UHFFFAOYSA-N,C14H26O5,274.3532,274.178023942
HMDB0000396,2-Ethylhydracrylic acid,CCC(CO)C(O)=O,ZMZQVAUJTDKQGE-UHFFFAOYSA-N,C5H10O3,118.1311,118.062994186
HMDB0000397,2-Pyrocatechuic acid,OC(=O)C1=C(O)C(O)=CC=C1,GLDQAMYCGOIJDV-UHFFFAOYSA-N,C7H6O4,154.121,154.026608673
HMDB0000402,2-Isopropylmalic acid,CC(C)[C@@](O)(CC(O)=O)C(O)=O,BITYXLXUCSKTJS-ZETCQYMHSA-N,C7H12O5,176.1672,176.068473494
HMDB0000403,2-Hydroxyadenine,NC1=NC(O)=NC2=C1NC=N2,DRAVOWXCEBXPTN-UHFFFAOYSA-N,C5H5N5O,151.1261,151.049409807
HMDB0000405,2-Methoxyestradiol,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3,CQOQDQWUFQDJMK-SSTWWWIQSA-N,C19H26O3,302.4079,302.188194698
HMDB0000407,2-Hydroxy-3-methylbutyric acid,CC(C)C(O)C(O)=O,NGEWQZIDQIYUNV-UHFFFAOYSA-N,C5H10O3,118.1311,118.062994186
HMDB0000408,2-Methyl-3-ketovaleric acid,CCC(=O)C(C)C(O)=O,QTLYPQZWYOHATR-UHFFFAOYSA-N,C6H10O3,130.1418,130.062994186
HMDB0000413,3-Hydroxydodecanedioic acid,OC(CCCCCCCCC(O)=O)CC(O)=O,FYVQCLGZFXHEGL-UHFFFAOYSA-N,C12H22O5,246.3001,246.146723814
HMDB0000415,"3a,6b,7b-Trihydroxy-5b-cholanoic acid",[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,DKPMWHFRUGMUKF-CRKPLTDNSA-N,C24H40O5,408.5714,408.28757439
HMDB0000416,17-Hydroxypregnenolone sulfate,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2CC(CC[C@]12C)OS(O)(=O)=O,OMOKWYAQVYBHMG-QUPIPBJSSA-N,C21H32O6S,412.54,412.191959446
HMDB0000418,18-Hydroxycortisol,[H][C@@]12CC[C@@](O)(C(=O)CO)[C@@]1(CO)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,HESFZGWRDUVOMS-FJNAKSJRSA-N,C21H30O6,378.4593,378.204238692
HMDB0000421,"2,3-Dihydroxyvaleric acid",CCC(O)C(O)C(O)=O,CJXCLBPFKGZXJP-UHFFFAOYSA-N,C5H10O4,134.1305,134.057908808
HMDB0000422,2-Methylglutaric acid,CC(CCC(O)=O)C(O)=O,AQYCMVICBNBXNA-UHFFFAOYSA-N,C6H10O4,146.1412,146.057908808
HMDB0000423,"3,4-Dihydroxyhydrocinnamic acid",OC(=O)CCC1=CC(O)=C(O)C=C1,DZAUWHJDUNRCTF-UHFFFAOYSA-N,C9H10O4,182.1733,182.057908808
HMDB0000424,2-Hydroxydecanedioic acid,OC(CCCCCCCC(O)=O)C(O)=O,LPIOYESQKJFWPQ-UHFFFAOYSA-N,C10H18O5,218.2469,218.115423686
HMDB0000425,3-Deoxy-D-glycero-D-galacto-2-nonulosonic acid,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CC(=O)C(O)=O,FQHUAUMYHAJTDH-IMSDGWMTSA-N,C9H16O9,268.2179,268.07943211
HMDB0000426,Citramalic acid,CC(O)(CC(O)=O)C(O)=O,XFTRTWQBIOMVPK-UHFFFAOYSA-N,C5H8O5,148.114,148.037173366
HMDB0000428,3-Hydroxyglutaric acid,OC(CC(O)=O)CC(O)=O,ZQHYXNSQOIDNTL-UHFFFAOYSA-N,C5H8O5,148.114,148.037173366
HMDB0000429,17alpha-Estradiol,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,VOXZDWNPVJITMN-SFFUCWETSA-N,C18H24O2,272.382,272.177630012
HMDB0000434,Homoveratric acid,COC1=CC=C(CC(O)=O)C=C1OC,WUAXWQRULBZETB-UHFFFAOYSA-N,C10H12O4,196.1999,196.073558872
HMDB0000439,2-Furoylglycine,OC(=O)CNC(=O)C1=CC=CO1,KSPQDMRTZZYQLM-UHFFFAOYSA-N,C7H7NO4,169.1348,169.037507717
HMDB0000440,3-Hydroxyphenylacetic acid,OC(=O)CC1=CC(O)=CC=C1,FVMDYYGIDFPZAX-UHFFFAOYSA-N,C8H8O3,152.1473,152.047344122
HMDB0000442,(S)-3-Hydroxybutyric acid,C[C@H](O)CC(O)=O,WHBMMWSBFZVSSR-VKHMYHEASA-N,C4H8O3,104.1045,104.047344122
HMDB0000446,N-alpha-Acetyl-L-lysine,CC(=O)N[C@@H](CCCCN)C(O)=O,VEYYWZRYIYDQJM-ZETCQYMHSA-N,C8H16N2O3,188.227,188.116092383
HMDB0000448,Adipic acid,OC(=O)CCCCC(O)=O,WNLRTRBMVRJNCN-UHFFFAOYSA-N,C6H10O4,146.1412,146.057908808
HMDB0000449,5a-Tetrahydrocorticosterone,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,RHQQHZQUAMFINJ-NZTKVECHSA-N,C21H34O4,350.4923,350.245709576
HMDB0000450,5-Hydroxylysine,NC[C@H](O)CC[C@H](N)C(O)=O,YSMODUONRAFBET-UHNVWZDZSA-N,C6H14N2O3,162.187,162.100442324
HMDB0000451,cis-4-Hydroxycyclohexylacetic acid,OC1CCC(CC(O)=O)CC1,ALTAAUJNHYWOGS-UHFFFAOYSA-N,C8H14O3,158.195,158.094294314
HMDB0000452,L-alpha-Aminobutyric acid,CC[C@H](N)C(O)=O,QWCKQJZIFLGMSD-VKHMYHEASA-N,C4H9NO2,103.1198,103.063328537
HMDB0000459,3-Methylcrotonylglycine,CC(C)=CC(=O)NCC(O)=O,PFWQSHXPNKRLIV-UHFFFAOYSA-N,C7H11NO3,157.1671,157.073893223
HMDB0000462,Allantoin,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB-UHFFFAOYSA-N,C4H6N4O3,158.1154,158.043990078
HMDB0000464,Calcium,[Ca++],BHPQYMZQTOCNFJ-UHFFFAOYSA-N,Ca,40.078,39.962591155
HMDB0000468,Biopterin,C[C@H](O)[C@H](O)C1=CNC2=NC(N)=NC(=O)C2=N1,LHQIJBMDNUYRAM-DZSWIPIPSA-N,C9H11N5O3,237.2153,237.086189243
HMDB0000469,5-Hydroxymethyluracil,OCC1=CNC(=O)NC1=O,JDBGXEHEIRGOBU-UHFFFAOYSA-N,C5H6N2O3,142.1127,142.037842068
HMDB0000472,5-Hydroxy-L-tryptophan,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,LDCYZAJDBXYCGN-VIFPVBQESA-N,C11H12N2O3,220.2246,220.08479226
HMDB0000474,Butanone,CCC(C)=O,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,C4H8O,72.1057,72.057514878
HMDB0000479,Methylhistidine,[H][C@](N)(CC1=CN=CN1C)C(O)=O,JDHILDINMRGULE-LURJTMIESA-N,C7H11N3O2,169.1811,169.085126611
HMDB0000482,Caprylic acid,CCCCCCCC(O)=O,WWZKQHOCKIZLMA-UHFFFAOYSA-N,C8H16O2,144.2114,144.115029756
HMDB0000484,Vanillic acid,COC1=CC(=CC=C1O)C(O)=O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,C8H8O4,168.148,168.042258738
HMDB0000486,7-Hydroxyoctanoic acid,CC(O)CCCCCC(O)=O,OFCMTSZRXXFMBQ-UHFFFAOYSA-N,C8H16O3,160.2108,160.109944378
HMDB0000489,Aspartylglycosamine,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=O)C[C@H](N)C(O)=O,YTTRPBWEMMPYSW-HRRFRDKFSA-N,C12H21N3O8,335.3104,335.132864663
HMDB0000490,Etiocholanolone,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C,QGXBDMJGAMFCBF-BNSUEQOYSA-N,C19H30O2,290.4403,290.224580204
HMDB0000491,3-Methyl-2-oxovaleric acid,CC[C@H](C)C(=O)C(O)=O,JVQYSWDUAOAHFM-BYPYZUCNSA-N,C6H10O3,130.1418,130.062994186
HMDB0000492,Chloride ion,[Cl-],VEXZGXHMUGYJMC-UHFFFAOYSA-M,Cl,35.453,34.968852707
HMDB0000493,"5alpha-Androstane-3beta,17beta-diol",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C,CBMYJHIOYJEBSB-YSZCXEEOSA-N,C19H32O2,292.4562,292.240230268
HMDB0000495,Androstanediol,[H][C@@]12CCC(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C,CBMYJHIOYJEBSB-UNPXRYTGSA-N,C19H32O2,292.4562,292.240230268
HMDB0000496,3-Methoxy-4-hydroxyphenylglycol glucuronide,COC1=CC(=CC=C1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)CO,VMWCOZPKGQMCRO-UICVJNQZSA-N,C15H20O10,360.3133,360.10564686
HMDB0000497,"5,6-Dihydrouridine",OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CCC(=O)NC1=O,ZPTBLXKRQACLCR-XVFCMESISA-N,C9H14N2O6,246.2173,246.08518619
HMDB0000498,4-Deoxyerythronic acid,C[C@@H](O)[C@@H](O)C(O)=O,LOUGYXZSURQALL-PWNYCUMCSA-N,C4H8O4,120.1039,120.042258744
HMDB0000500,4-Hydroxybenzoic acid,OC(=O)C1=CC=C(O)C=C1,FJKROLUGYXJWQN-UHFFFAOYSA-N,C7H6O3,138.122,138.031694053
HMDB0000501,7-Ketocholesterol,[H][C@@]12CCC([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C(=O)C=C2CC(O)CC[C@]12C,YIKKMWSQVKJCOP-QJFKPLHKSA-N,C27H44O2,400.6371,400.334130652
HMDB0000502,3-Oxocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O,OEKUSRBIIZNLHZ-DJDNIQJZSA-N,C24H38O5,406.563,406.271924324
HMDB0000508,Ribitol,OC[C@H](O)[C@H](O)[C@H](O)CO,HEBKCHPVOIAQTA-ZXFHETKHSA-N,C5H12O5,152.1458,152.068473494
HMDB0000509,Senecioic acid,CC(C)=CC(O)=O,YYPNJNDODFVZLE-UHFFFAOYSA-N,C5H8O2,100.1158,100.0524295
HMDB0000510,Aminoadipic acid,N[C@@H](CCCC(O)=O)C(O)=O,OYIFNHCXNCRBQI-BYPYZUCNSA-N,C6H11NO4,161.1558,161.068807845
HMDB0000511,Capric acid,CCCCCCCCCC(O)=O,GHVNFZFCNZKVNT-UHFFFAOYSA-N,C10H20O2,172.2646,172.146329884
HMDB0000512,N-Acetyl-L-phenylalanine,CC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,CBQJSKKFNMDLON-JTQLQIEISA-N,C11H13NO3,207.2258,207.089543287
HMDB0000517,L-Arginine,N[C@@H](CCCNC(N)=N)C(O)=O,ODKSFYDXXFIFQN-BYPYZUCNSA-N,C6H14N4O2,174.201,174.111675712
HMDB0000518,Chenodeoxycholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,RUDATBOHQWOJDD-BSWAIDMHSA-N,C24H40O4,392.572,392.292659768
